pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Mandates,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,MyNeta_age,Terms,Terms_Contested
GEAP20375,6,0,1977,PULI VENKATA REDDY,Andhra_Pradesh,ONGOLE,INC,INC,252206,M,1,4,3,FALSE,TRUE,55.97,89325,19.82,,3,4
GEAP20375,5,0,1971,PULI VENKATA REDDY,Andhra_Pradesh,KAVALI,INC,"",196492,M,1,4,3,FALSE,FALSE,59.8,131114,39.91,,3,4
GEAP20533,8,0,1984,RAJGOPALARAO BODDEPALLI,Andhra_Pradesh,SRIKAKULAM,INC,INC(I),173699,M,2,5,4,FALSE,TRUE,35.35,162556,33.08,,4,5
GEAP20533,7,0,1980,RAJAGOPALARAO BODDEPALLI,Andhra_Pradesh,SRIKAKULAM,INC(I),INC,197336,M,1,5,4,FALSE,TRUE,49.33,78989,19.74,,4,5
GEAP20533,6,0,1977,RAJGOPALARAO BODDEPALLI,Andhra_Pradesh,SRIKAKULAM,INC,INC,187125,M,1,5,4,FALSE,TRUE,49.12,8734,2.29,,4,5
GEAP20533,5,0,1971,RAJAGOPALARAO BODEPALLI,Andhra_Pradesh,SRIKAKULAM,INC,INC,233171,M,1,5,4,FALSE,FALSE,69.48,137461,40.96,,4,5
GEAP20533,3,0,1962,BODDIPALLI RAJAGOPALA ROW,Andhra_Pradesh,SRIKAKULAM,INC,"",112172,M,1,5,4,FALSE,FALSE,42.6,31815,12.08,,4,5
GEAP20536,8,0,1984,NARASIMHA RAO VISWASA RAYI,Andhra_Pradesh,PARVATHIPURAM,INC,INC(I),184495,M,2,3,0,FALSE,FALSE,43.11,179021,41.83,,,3
GEAP20536,7,0,1980,NARSIMHA RAO VISWASRAI,Andhra_Pradesh,PARVATHIPURAM,INC(I),SWA,158379,M,2,3,0,TRUE,FALSE,44.84,136727,38.71,,,3
GEAP20536,5,0,1971,NARASIMHARO VISWASARAI,Andhra_Pradesh,PARAVATHIPURAM,SWA,"",38847,M,2,3,0,FALSE,FALSE,15.02,9970,3.85,,,3
GEAP20745,8,0,1984,BHIMREDDY NARSIMHA REDDY,Andhra_Pradesh,MIRYALGUDA,CPM,CPM,282973,M,1,4,2,FALSE,FALSE,46.93,41755,6.93,,2,4
GEAP20745,7,0,1980,B. NARASIMHA REDDY,Andhra_Pradesh,MIRYALGUDA,CPM,CPM,173973,M,2,4,2,FALSE,FALSE,34.82,136842,27.39,,2,4
GEAP20745,6,0,1977,BHIMIREDDI NARASIMHA REDDY,Andhra_Pradesh,MIRYALGUDA,CPM,CPM,167751,M,2,4,2,FALSE,TRUE,38.11,126943,28.84,,2,4
GEAP20745,5,0,1971,BHIMREDDY NARSIMHA REDDY,Andhra_Pradesh,MIRYALGUDA,CPM,"",115199,M,1,4,2,FALSE,FALSE,34.78,7684,2.32,,2,4
GEAP23356,8,0,1984,ALLURI SUBHASCHANDRA BOSE,Andhra_Pradesh,NARASAPUR,INC,INC(I),170160,M,2,3,2,FALSE,TRUE,30.59,156347,28.11,,2,3
GEAP23356,7,0,1980,ALLURI SUBHASCHANDRA BOSE,Andhra_Pradesh,NARASAPUR,INC(I),INC,272124,M,1,3,2,FALSE,TRUE,61.56,157968,35.74,,2,3
GEAP23356,6,0,1977,ALLURI SUBHASH CHANDRA BOSE,Andhra_Pradesh,NARASAPUR,INC,"",256519,M,1,3,2,FALSE,FALSE,55.65,114357,24.81,,2,3
GEAP23365,8,0,1984,VADDE SOBHANADREESWARA RAO,Andhra_Pradesh,VIJAYAWADA,TDP,BLD,318023,M,1,2,1,TRUE,FALSE,50.97,28444,4.56,,1,2
GEAP23365,6,0,1977,VADDE SOBHANADRESWARA RAO,Andhra_Pradesh,MACHILIPATNAM,BLD,"",185622,M,2,2,1,FALSE,FALSE,40.64,177007,38.75,,1,2
GEAP23387,8,0,1984,KASU BRAMANANDA REDDY,Andhra_Pradesh,NARASARAOPET,INC,INC(I),280821,M,2,3,2,FALSE,TRUE,47.46,274405,46.37,,2,3
GEAP23387,7,0,1980,K. BRAMHANANDA REDDY,Andhra_Pradesh,NARASARAOPET,INC(I),INC,238854,M,1,3,2,FALSE,TRUE,54.87,84296,19.36,,2,3
GEAP23387,6,0,1977,BRAHMANANDA REDDY KASU,Andhra_Pradesh,NARASARAOPET,INC,"",246146,M,1,3,2,FALSE,FALSE,58.1,88071,20.79,,2,3
GEAP23409,8,0,1984,OBULA REDDY KANDULA,Andhra_Pradesh,CUDDAPAH,INC,INC(I),278607,M,2,3,2,FALSE,TRUE,43.61,266385,41.7,,2,3
GEAP23409,7,0,1980,K. OBUL REDDY,Andhra_Pradesh,CUDDAPAH,INC(I),INC,256204,M,1,3,2,FALSE,TRUE,50.88,50546,10.04,,2,3
GEAP23409,6,0,1977,KANDALA OBUL REDDY,Andhra_Pradesh,CUDDAPAH,INC,"",232351,M,1,3,2,FALSE,FALSE,48.84,7562,1.59,,2,3
GEAP23416,8,0,1984,DARURU PULLAIAH,Andhra_Pradesh,ANANTAPUR,INC,INC(I),193658,M,2,3,2,FALSE,TRUE,37.88,188392,36.85,,2,3
GEAP23416,7,0,1980,DARUR PULLAIAH,Andhra_Pradesh,ANANTAPUR,INC(I),INC,171838,M,1,3,2,FALSE,TRUE,49.28,73277,21.01,,2,3
GEAP23416,6,0,1977,DARUR PULLAIAH,Andhra_Pradesh,ANANTAPUR,INC,"",215279,M,1,3,2,FALSE,FALSE,55.43,42208,10.87,,2,3
GEAP23419,8,0,1984,KOTLA VIJAYA BHASKARA REDDY,Andhra_Pradesh,KURNOOL,INC,INC(I),246542,M,2,3,2,FALSE,TRUE,48.51,242966,47.8,,2,3
GEAP23419,7,0,1980,K. VIJAYABHASKARA REDDI,Andhra_Pradesh,KURNOOL,INC(I),INC,231889,M,1,3,2,FALSE,TRUE,77.53,204849,68.49,,2,3
GEAP23419,6,0,1977,K. VIJAYA BHASKARA REDDY,Andhra_Pradesh,KURNOOL,INC,"",270741,M,1,3,2,FALSE,FALSE,75.69,199356,55.73,,2,3
GEAP23433,8,0,1984,SULTAN SALAHUDDIN OWAISE,Andhra_Pradesh,HYDERABAD,IND,IND,222187,M,1,2,1,FALSE,FALSE,38.13,3481,0.6,,1,2
GEAP23433,6,0,1977,SULTAN SALAHUDDIN OWAISI,Andhra_Pradesh,HYDERABAD,IND,"",91227,M,2,2,1,FALSE,FALSE,26.85,4538,1.34,,1,2
GEAP23460,8,0,1984,APPALANAIDY S.R.A.S.,Andhra_Pradesh,ANAKAPALLI,INC,INC(I),147531,M,2,4,3,FALSE,TRUE,30.11,143302,29.25,,3,4
GEAP23460,7,0,1980,APPALA NAIDU S.R.A.S,Andhra_Pradesh,ANAKAPALLI,INC(I),INC,178139,M,1,4,3,FALSE,TRUE,46.89,29123,7.67,,3,4
GEAP23460,6,0,1977,APPALANAIDU S. R. A. S.,Andhra_Pradesh,ANAKAPALLI,INC,INC,199228,M,1,4,3,FALSE,TRUE,54.3,35936,9.8,,3,4
GEAP23460,5,0,1971,S. R. A. S. APPALUANIDU,Andhra_Pradesh,ANAKAPALLI,INC,"",215209,M,1,4,3,FALSE,FALSE,69.06,146094,46.88,,3,4
GEAP23474,8,0,1984,NALLAMALA PRASAD RAO,Andhra_Pradesh,KHAMMAM,CPI,CPI,169557,M,2,2,0,FALSE,FALSE,29.04,50948,8.72,,,2
GEAP23474,6,0,1977,NALLAMALA PRASADA RAO,Andhra_Pradesh,KHAMMAM,CPI,"",72530,M,3,2,0,FALSE,FALSE,17.84,69662,17.13,,,2
GEAP23587,8,0,1984,CHANDUPATLA JANGA REDDY,Andhra_Pradesh,HANAMKONDA,BJP,BLD,263762,M,1,2,1,TRUE,FALSE,52.4,54198,10.77,,1,2
GEAP23587,6,0,1977,JANGAREDDY CHANDABATLA,Andhra_Pradesh,WARANGAL,BLD,"",128589,M,2,2,1,FALSE,FALSE,33.52,124802,32.54,,1,2
GEAP23685,8,0,1984,KISHORE CHANDRA SURYAMARAYANA DEO VYRICHERIA,Andhra_Pradesh,PARVATHIPURAM,ICS,INC(U),233175,M,1,3,3,TRUE,TRUE,54.49,48680,11.38,,3,3
GEAP23685,7,0,1980,K.C.SURYANARAYANA DEO VYRICHERLA,Andhra_Pradesh,PARVATHIPURAM,INC(U),INC,173179,M,1,3,3,TRUE,TRUE,49.03,14800,4.19,,3,3
GEAP23685,6,0,1977,VYRICHORLA KISHORE CHANDRA SURYANARAYANA DEO,Andhra_Pradesh,PARVATHIPURAM,INC,"",174454,M,1,3,3,FALSE,FALSE,55,31744,10.01,,3,3
GEAP23699,8,0,1984,SODE RAMAIAH,Andhra_Pradesh,BHADRACHALAM,CPI,CPI,195618,M,1,2,1,FALSE,FALSE,50.3,24640,6.34,,1,2
GEAP23699,6,0,1977,SODE RAMAIAH,Andhra_Pradesh,BHADRACHALAM,CPI,"",27966,M,3,2,1,FALSE,FALSE,10.8,17438,6.73,,1,2
GEAP237,8,0,1984,SUDINI JAIPAL REDDY,Andhra_Pradesh,MAHABUBNAGAR,JNP,JNP,274064,M,1,2,1,FALSE,FALSE,51.89,80103,15.17,,1,2
GEAP237,7,0,1980,S. JAIPAL REDDY,Andhra_Pradesh,MEDAK,JNP,"",82453,M,2,2,1,FALSE,FALSE,18.57,56304,12.68,,1,2
GEAP25661,8,0,1984,PENCHALAIAH PASALA,Andhra_Pradesh,TIRUPATHI,INC,INC(I),283686,M,2,2,1,FALSE,TRUE,47.11,0,0,,1,2
GEAP25661,7,0,1980,PASALA PENCHALAIAH,Andhra_Pradesh,TIRUPATHI,INC(I),"",241965,M,1,2,1,FALSE,FALSE,68.66,155306,44.07,,1,2
GEAP25675,8,0,1984,DAMODAR REDDY TUMMALPALLY,Andhra_Pradesh,NALGONDA,INC,INC(I),210563,M,2,2,1,FALSE,TRUE,38.37,204966,37.35,,1,2
GEAP25675,7,0,1980,T. DAMODAR REDDY,Andhra_Pradesh,NALGONDA,INC(I),"",220952,M,1,2,1,FALSE,FALSE,47.99,53669,11.66,,1,2
GEAP25714,8,0,1984,ANANTHARAMULU MALLU,Andhra_Pradesh,NAGARKURNOOL,INC,INC(I),211952,M,2,2,1,FALSE,TRUE,40.6,202904,38.86,,1,2
GEAP25714,7,0,1980,ANANTHARAMULU MALLU,Andhra_Pradesh,NAGARKURNOOL,INC(I),"",230364,M,1,2,1,FALSE,FALSE,63.03,149959,41.03,,1,2
GEAP25720,8,0,1984,MALLIKARJUN,Andhra_Pradesh,MAHABUBNAGAR,INC,INC(I),193961,M,2,4,3,FALSE,TRUE,36.72,161228,30.53,,3,4
GEAP25720,7,0,1980,MALLIKARJUN,Andhra_Pradesh,MAHABUBNAGAR,INC(I),INC,241665,M,1,4,3,FALSE,TRUE,65.55,152661,41.41,,3,4
GEAP25720,6,0,1977,MALLIKARJUN,Andhra_Pradesh,MEDAK,INC,TPS,239813,M,1,4,3,TRUE,TRUE,67,143510,40.1,,3,4
GEAP25720,5,0,1971,MALLIKARJUN,Andhra_Pradesh,MEDAK,TPS,"",152975,M,1,4,3,FALSE,FALSE,58.62,53431,20.47,,3,4
GEAP25787,8,0,1984,KAMALUDDIN AHMED,Andhra_Pradesh,WARANGAL,INC,INC(I),223632,M,2,2,1,FALSE,TRUE,41.98,152792,28.68,,1,2
GEAP25787,7,0,1980,MD. KAMALODDIN AHMED,Andhra_Pradesh,WARANGAL,INC(I),"",265042,M,1,2,1,FALSE,FALSE,59.56,122042,27.43,,1,2
GEAP25799,8,0,1984,BHATTAM SREERAMA MURTHY,Andhra_Pradesh,VISAKHAPATNAM,TDP,INC(U),334399,M,1,2,1,TRUE,FALSE,61.1,140431,25.66,,1,2
GEAP25799,7,0,1980,BHATTAM SRIRAMA MURTHY,Andhra_Pradesh,VISAKHAPATNAM,INC(U),"",171946,M,2,2,1,FALSE,FALSE,42.04,155874,38.11,,1,2
GEAP25801,8,0,1984,APPALASWAMY KOMMURU ALIAS SANJEEVA RAO,Andhra_Pradesh,VISAKHAPATNAM,INC,INC(I),193968,M,2,2,1,FALSE,TRUE,35.44,189609,34.65,,1,2
GEAP25801,7,0,1980,APPALASWAMY KOMMURU,Andhra_Pradesh,VISAKHAPATNAM,INC(I),"",206581,M,1,2,1,FALSE,FALSE,50.5,34635,8.47,,1,2
GEAP30184,8,0,1984,PENUMETCHA SAMBA SIVA RAJU,Andhra_Pradesh,BOBBILI,INC,"",177573,M,2,1,0,FALSE,FALSE,34.9,166662,32.76,,,1
GEAP30278,8,0,1984,BASAV PUNNAYYA SINGAM,Andhra_Pradesh,TENALI,INC,"",246328,M,2,1,0,FALSE,FALSE,48.21,243612,47.68,,,1
GEAP30280,8,0,1984,NISSANKARARAO VENKATARATNAM,Andhra_Pradesh,TENALI,TDP,"",256766,M,1,1,1,FALSE,FALSE,50.25,10438,2.04,,1,1
GEAP30288,8,0,1984,CHANDRASKHARA RAO MOVVA,Andhra_Pradesh,GUNTUR,TDP,"",281695,M,2,1,0,FALSE,FALSE,47.51,274290,46.27,,,1
GEAP30297,8,0,1984,VADDI RANGARAO,Andhra_Pradesh,MACHILIPATNAM,TDP,"",263420,M,2,1,0,FALSE,FALSE,48.17,257886,47.16,,,1
GEAP30298,8,0,1984,SAMBASIVARAO KUVURU,Andhra_Pradesh,MACHILIPATNAM,INC,"",272513,M,1,1,1,FALSE,FALSE,49.84,9093,1.66,,1,1
GEAP30327,8,0,1984,APPAYYADORA HANUMANTU,Andhra_Pradesh,SRIKAKULAM,TDP,"",298167,M,1,1,1,FALSE,FALSE,60.68,124468,25.33,,1,1
GEAP30509,8,0,1984,APPALANARASIMHAM P.,Andhra_Pradesh,ANAKAPALLI,TDP,"",322347,M,1,1,1,FALSE,FALSE,65.8,174816,35.68,,1,1
GEAP30521,8,0,1984,THOTA GOPALA KRISHNA,Andhra_Pradesh,KAKINADA,TDP,"",344038,M,1,1,1,FALSE,FALSE,60.38,129714,22.77,,1,1
GEAP30525,8,0,1984,SATYANARAYANA RAO S.B.P.B.K.,Andhra_Pradesh,RAJAHMUNDRY,INC,"",227213,M,2,1,0,FALSE,FALSE,36.99,225326,36.68,,,1
GEAP30526,8,0,1984,SRIHARI RAO,Andhra_Pradesh,RAJAHMUNDRY,TDP,"",381091,M,1,1,1,FALSE,FALSE,62.04,153878,25.05,,1,1
GEAP30529,8,0,1984,AITHABATHULA JOGESWARA VENKATA BUTHCI MAHESWARA RAO,Andhra_Pradesh,AMALAPURAM,TDP,"",317481,M,1,1,1,FALSE,FALSE,61.24,119731,23.1,,1,1
GEAP30538,8,0,1984,BOLLA BULLI RAMAIAH,Andhra_Pradesh,ELURU,TDP,"",351340,M,1,1,1,FALSE,FALSE,59.21,111652,18.82,,1,1
